# Mg Mr mr z CI
-19.45281982421875 -20.141220092773438 14.706270217895508 0.02131360024213791 2.877609968185425
-15.323200225830078 -15.516019821166992 15.737759590148926 0.0041461000218987465 1.926650047302246
-19.145679473876953 -19.990230560302734 16.931169509887695 0.05254309996962547 2.5494298934936523
-18.731779098510742 -19.129650115966797 15.748809814453125 0.0217157993465662 2.462939977645874
-21.072099685668945 -21.800500869750977 17.13698959350586 0.12286899983882904 3.274600028991699
-15.05955982208252 -15.429400444030762 16.849050521850586 0.00661229994148016 2.5708398818969727
-22.45359992980957 -23.228519439697266 16.25428009033203 0.15202200412750244 2.91756010055542
-20.83700942993164 -21.329620361328125 16.552270889282227 0.08015040308237076 2.1965999603271484
-21.714250564575195 -22.85495948791504 17.66128921508789 0.21820999681949615 3.4730899333953857
-20.58639907836914 -21.238710403442383 17.71200942993164 0.12440700083971024 2.6731700897216797
-19.423900604248047 -19.981990814208984 17.087799072265625 0.05607070028781891 2.0985400676727295
-21.03091049194336 -21.781949996948242 15.71045970916748 0.06759770214557648 3.023289918899536
-19.0251407623291 -19.860979080200195 15.822839736938477 0.030758099630475044 2.6712899208068848
-20.893430709838867 -21.44862937927246 15.84022045135498 0.06259150058031082 1.8287999629974365
-20.38775062561035 -21.14691925048828 17.064119338989258 0.09091360121965408 2.943880081176758
-21.02008056640625 -21.816389083862305 17.56916046142578 0.14660200476646423 2.8782999515533447
-20.570119857788086 -21.313499450683594 17.623119354248047 0.12311600148677826 2.7135798931121826
-21.474599838256836 -22.37122917175293 17.322839736938477 0.16092100739479065 3.0822999477386475
-20.279319763183594 -20.94944953918457 16.15921974182129 0.057489801198244095 2.498889923095703
-20.586200714111328 -21.238569259643555 17.71200942993164 0.12439999729394913 2.6731700897216797
-20.029890060424805 -20.66741943359375 17.495609283447266 0.089723601937294 2.6717801094055176
-20.531330108642578 -21.331790924072266 16.807369232177734 0.08850420266389847 2.823539972305298
-22.093740463256836 -22.71809959411621 17.6173095703125 0.21478800475597382 2.4371800422668457
-22.674659729003906 -23.342529296875 18.93199920654297 0.4020189940929413 2.691279888153076
-22.731840133666992 -23.62381935119629 18.0064697265625 0.3225489854812622 2.8953399658203125
-21.960540771484375 -22.684070587158203 15.326089859008789 0.08423390239477158 3.265510082244873
-22.21320915222168 -22.852689743041992 19.230480194091797 0.3621070086956024 2.9385299682617188
-22.825719833374023 -23.822799682617188 19.531169891357422 0.5034149885177612 2.9398200511932373
-19.799470901489258 -20.48724937438965 17.374710083007812 0.07930179685354233 2.447580099105835
-20.387779235839844 -20.815200805664062 17.054819107055664 0.07994949817657471 1.912019968032837
-21.131629943847656 -21.89876937866211 14.777359962463379 0.0476452000439167 3.156169891357422
-20.01740074157715 -20.47266960144043 17.616849899291992 0.08774860203266144 2.039299964904785
-21.01757049560547 -21.75098991394043 17.657609939575195 0.1485700011253357 3.0539400577545166
-21.895370483398438 -22.708730697631836 18.777299880981445 0.3144089877605438 2.9549500942230225
-20.288009643554688 -21.03948974609375 17.207040786743164 0.09300979971885681 3.0851800441741943
-20.809490203857422 -21.452709197998047 16.668590545654297 0.08862510323524475 3.063800096511841
-22.111190795898438 -23.069419860839844 19.12204933166504 0.3628619909286499 2.8489599227905273
-20.353849411010742 -21.09375 15.569620132446289 0.0472462996840477 3.1150200366973877
-22.02372932434082 -22.769189834594727 15.587639808654785 0.09731979668140411 3.1904799938201904
-20.424829483032227 -21.07678985595703 17.8847599029541 0.12471099942922592 2.2707600593566895
-22.72402000427246 -23.542339324951172 16.95446014404297 0.2194249927997589 3.1209800243377686
-20.26506996154785 -20.608230590820312 17.62343978881836 0.09369739890098572 2.2895898818969727
-20.728219985961914 -21.226890563964844 15.400779724121094 0.046393800526857376 2.2583000659942627
-21.52613067626953 -22.05643081665039 17.55769920349121 0.16329500079154968 2.648210048675537
-20.186479568481445 -20.957380294799805 16.525279998779297 0.06687159836292267 2.9751200675964355
-21.217710494995117 -21.871450424194336 17.320409774780273 0.13631199300289154 2.7753899097442627
-21.40629005432129 -21.834829330444336 16.36212921142578 0.09226849675178528 1.9274100065231323
-19.819169998168945 -20.49365997314453 17.577220916748047 0.08670450001955032 2.66936993598938
-20.002939224243164 -20.73908042907715 17.67205047607422 0.09957940131425858 2.3548998832702637
-17.614900588989258 -18.15740966796875 16.70989990234375 0.02160640060901642 2.0516200065612793
-20.5905704498291 -21.276140213012695 17.06856918334961 0.09654880315065384 1.9934099912643433
-19.400619506835938 -20.062480926513672 16.508920669555664 0.045563001185655594 3.158989906311035
-21.436670303344727 -21.854509353637695 17.395370483398438 0.14354200661182404 2.2351300716400146
-20.0960693359375 -20.562570571899414 16.15519905090332 0.04907440021634102 2.12362003326416
-20.294050216674805 -20.766969680786133 17.302570343017578 0.08716809749603271 1.8928099870681763
-21.888139724731445 -22.65802001953125 17.39118003845215 0.18666699528694153 3.3107399940490723
-21.31616973876953 -22.01660919189453 16.744909286499023 0.11440599709749222 2.71028995513916
-20.846019744873047 -21.584070205688477 16.74493980407715 0.09619899839162827 3.1524500846862793
-21.153379440307617 -21.729129791259766 17.369190216064453 0.13229000568389893 2.1702399253845215
-20.576679229736328 -21.200889587402344 17.135379791259766 0.09620410203933716 2.2195498943328857
-20.848119735717773 -21.377370834350586 17.591489791870117 0.12708400189876556 2.1872100830078125
-20.64134979248047 -21.663780212402344 20.22386932373047 0.3498069941997528 2.283370018005371
-20.741090774536133 -21.31962013244629 15.599650382995605 0.05274780094623566 1.8130600452423096
-19.54759979248047 -19.8422794342041 17.907779693603516 0.07609859853982925 2.2662599086761475
-19.63426971435547 -20.34610939025879 17.261320114135742 0.07114160060882568 2.7172598838806152
-22.93769073486328 -23.786930084228516 18.177099227905273 0.36160799860954285 3.1557199954986572
-21.228090286254883 -21.926010131835938 16.097789764404297 0.08477190136909485 2.882999897003174
-22.591510772705078 -23.33599090576172 16.951610565185547 0.2044059932231903 2.99783992767334
-20.00497055053711 -20.743850708007812 16.85042953491211 0.07072430104017258 2.999650001525879
-21.920480728149414 -22.703369140625 17.634180068969727 0.2099120020866394 3.1297800540924072
-21.13302993774414 -21.933469772338867 15.675860404968262 0.07095550000667572 3.076090097427368
-23.20507049560547 -23.867929458618164 18.89443016052246 0.4615670144557953 2.6543900966644287
-20.69222068786621 -21.42970085144043 17.248390197753906 0.11104100197553635 2.5861499309539795
-21.461599349975586 -22.208940505981445 16.500499725341797 0.11184299737215042 3.1422500610351562
-22.074859619140625 -22.65066909790039 17.693599700927734 0.21676300466060638 3.095900058746338
-20.889209747314453 -21.659439086914062 16.642459869384766 0.09447120130062103 2.8531699180603027
-19.307580947875977 -20.061269760131836 17.552560806274414 0.07147379964590073 2.5925700664520264
-19.347429275512695 -19.80368995666504 17.2119197845459 0.05425630137324333 1.9652099609375
-21.086650848388672 -21.81985092163086 17.435749053955078 0.1382869929075241 2.491379976272583
-20.215490341186523 -20.72896957397461 17.54865074157715 0.09416969865560532 2.3463399410247803
-22.03466033935547 -22.708740234375 19.27136993408203 0.362203985452652 2.4228599071502686
-20.674640655517578 -21.2364501953125 17.32383918762207 0.10587599873542786 2.098989963531494
-20.965709686279297 -21.674339294433594 17.70796012878418 0.14733700454235077 2.762660026550293
-19.93769073486328 -20.498790740966797 17.211719512939453 0.07431239634752274 2.1827499866485596
-19.67530059814453 -20.10357093811035 15.756270408630371 0.033260900527238846 2.041980028152466
-21.142250061035156 -21.855989456176758 17.786779403686523 0.16089500486850739 3.1244499683380127
-20.775619506835938 -21.552690505981445 17.21109962463379 0.11455599963665009 2.911590099334717
-21.615339279174805 -22.4177303314209 15.960169792175293 0.09749999642372131 3.2456700801849365
-20.728809356689453 -21.18107032775879 17.601900100708008 0.1182439997792244 2.364269971847534
-20.273630142211914 -20.975109100341797 17.395660400390625 0.09744620323181152 2.780780076980591
-20.901460647583008 -21.597200393676758 17.66783905029297 0.1412860006093979 2.881589889526367
-20.725130081176758 -21.400100708007812 14.376319885253906 0.03206939995288849 2.9725699424743652
-22.89228057861328 -23.746990203857422 16.676530838012695 0.2129870057106018 3.095860004425049
-21.404050827026367 -22.213539123535156 17.097370147705078 0.13719800114631653 3.3093199729919434
-22.239709854125977 -23.02142906188965 16.203760147094727 0.13743099570274353 2.9812099933624268
-20.12605094909668 -20.62925910949707 17.66345977783203 0.09619829803705215 2.259999990463257
-21.00901985168457 -21.38619041442871 17.635080337524414 0.13165999948978424 2.107640027999878
-19.53660011291504 -19.844589233398438 17.270849227905273 0.059194501489400864 1.9368599653244019
-21.833890914916992 -22.328229904174805 16.706960678100586 0.13127100467681885 2.088279962539673
-21.357009887695312 -22.096759796142578 17.038410186767578 0.13273000717163086 2.9408199787139893
-21.779529571533203 -22.23259925842285 16.315589904785156 0.10718200355768204 2.2338099479675293
-20.665220260620117 -21.378280639648438 17.577850341796875 0.12425299733877182 2.4059500694274902
-20.77543067932129 -21.38964080810547 16.542320251464844 0.08132919669151306 2.7295000553131104
-19.34697914123535 -20.19038963317871 17.519350051879883 0.07308399677276611 3.1108100414276123
-20.083919525146484 -20.551050186157227 15.574749946594238 0.037015799432992935 2.3231399059295654
-19.383459091186523 -20.138809204101562 16.08807945251465 0.039058901369571686 2.753580093383789
-19.801700592041016 -20.551740646362305 16.725759506225586 0.06168439984321594 2.7205801010131836
-22.238449096679688 -23.020610809326172 16.203760147094727 0.1373790055513382 2.9812099933624268
-21.84889030456543 -22.612770080566406 16.197750091552734 0.11651299893856049 3.179640054702759
-21.818099975585938 -22.604209899902344 19.192699432373047 0.3403179943561554 3.0530600547790527
-19.8346004486084 -20.532320022583008 17.29758071899414 0.07724840193986893 2.252959966659546
-21.168500900268555 -21.819080352783203 17.7096004486084 0.15693999826908112 2.219320058822632
-18.393299102783203 -19.116920471191406 17.019899368286133 0.037696000188589096 2.4169299602508545
-22.35485076904297 -23.7166805267334 19.03424072265625 0.4395889937877655 2.4509999752044678
-20.024940490722656 -20.747880935668945 17.276870727539062 0.08498819917440414 2.559720039367676
-20.172649383544922 -20.8218994140625 17.43222999572754 0.09454669803380966 2.1354498863220215
-21.446369171142578 -22.133230209350586 16.201400756835938 0.09613040089607239 2.313570022583008
-20.343259811401367 -21.02566909790039 17.528249740600586 0.10562799870967865 2.952670097351074
-21.722579956054688 -22.482229232788086 13.721209526062012 0.03869539871811867 3.403520107269287
-19.81035041809082 -20.264989852905273 15.978079795837402 0.03928900137543678 2.683310031890869
-21.517040252685547 -21.9814395904541 17.686599731445312 0.17060600221157074 2.2122299671173096
-20.38397979736328 -20.899520874023438 17.575180053710938 0.10328300297260284 2.211479902267456
-22.59709930419922 -23.386280059814453 17.586729049682617 0.2607319951057434 2.765510082244873
-20.220420837402344 -21.027490615844727 15.542110443115234 0.04500269889831543 2.7375500202178955
-22.167879104614258 -23.09609031677246 19.08846092224121 0.40773600339889526 2.552229881286621
-20.79305076599121 -21.514890670776367 17.224510192871094 0.11353799700737 3.0943000316619873
-21.8045597076416 -22.586700439453125 16.4251708984375 0.12621499598026276 2.8449699878692627
-22.584209442138672 -23.379070281982422 18.800079345703125 0.39327898621559143 2.6925899982452393
-20.98995018005371 -21.564529418945312 16.740840911865234 0.09501919895410538 1.9264999628067017
-22.539939880371094 -23.321609497070312 17.66758918762207 0.2626509964466095 2.742300033569336
-21.598939895629883 -22.466299057006836 17.5447998046875 0.18206700682640076 3.213170051574707
-20.98756980895996 -21.543909072875977 16.902320861816406 0.10060600191354752 2.699690103530884
-20.574369430541992 -21.01074981689453 16.604570388793945 0.07147630304098129 2.2518699169158936
-20.229169845581055 -20.98914909362793 17.792959213256836 0.11498799920082092 2.3737599849700928
-21.323509216308594 -21.72199058532715 17.193370819091797 0.12687399983406067 1.9661099910736084
-20.43865966796875 -21.08926010131836 17.666040420532227 0.11373099684715271 2.50927996635437
-21.108299255371094 -21.823009490966797 17.065189361572266 0.12025400251150131 3.4501800537109375
-19.32999038696289 -20.14126968383789 17.371110916137695 0.06747320294380188 2.3470399379730225
-21.78969955444336 -22.512189865112305 17.646150588989258 0.19883699715137482 3.417370080947876
-18.425939559936523 -18.817689895629883 17.436460494995117 0.039701398462057114 2.07561993598938
-21.284379959106445 -22.04779052734375 16.153240203857422 0.0910262018442154 3.313040018081665
-19.922779083251953 -20.69499969482422 16.786300659179688 0.0658188983798027 2.5138800144195557
-20.91242027282715 -21.549779891967773 17.750329971313477 0.14298699796199799 2.2235701084136963
-21.941429138183594 -22.361289978027344 15.393449783325195 0.07662759721279144 2.349400043487549
-20.051259994506836 -20.541969299316406 17.285930633544922 0.0782603994011879 2.0806500911712646
-20.5435791015625 -20.81842041015625 16.754060745239258 0.07032900303602219 2.35971999168396
-21.10968017578125 -21.638160705566406 16.088010787963867 0.07486289739608765 2.2266499996185303
-18.197269439697266 -18.64512062072754 16.876380920410156 0.028676800429821014 1.9246000051498413
-18.985389709472656 -19.45758056640625 17.1395206451416 0.04615829885005951 2.4027299880981445
-21.703060150146484 -22.318159103393555 17.098819732666016 0.1510699987411499 2.0813000202178955
-19.849870681762695 -20.536579132080078 17.419309616088867 0.08209370076656342 2.933809995651245
-19.792129516601562 -20.504779815673828 16.834800720214844 0.06366799771785736 2.9322800636291504
-19.764989852905273 -20.51534080505371 16.863069534301758 0.06450259685516357 2.726749897003174
-21.13163948059082 -21.86263084411621 17.146379470825195 0.12640100717544556 3.068049907684326
-18.494359970092773 -18.7520694732666 17.711790084838867 0.043064698576927185 2.214639902114868
-17.76103973388672 -18.090599060058594 18.381099700927734 0.04300139844417572 2.0162699222564697
-20.118040084838867 -20.697479248046875 17.249059677124023 0.08080880343914032 2.6662099361419678
-21.120689392089844 -21.76643943786621 17.190589904785156 0.12449099868535995 2.353790044784546
-19.462499618530273 -19.887310028076172 17.445650100708008 0.06352519989013672 2.3799400329589844
-21.108640670776367 -21.744930267333984 17.54994010925293 0.14323900640010834 2.9280800819396973
-21.468700408935547 -22.03898048400879 16.72260093688965 0.11421799659729004 2.8800299167633057
-22.346900939941406 -23.185810089111328 18.160480499267578 0.29110899567604065 2.8244199752807617
-18.94076919555664 -19.566450119018555 15.707159996032715 0.025735799223184586 2.6246299743652344
-16.210769653320312 -17.25140953063965 15.536680221557617 0.008377100341022015 2.444240093231201
-20.388500213623047 -20.83230972290039 17.685270309448242 0.1047850027680397 1.8770400285720825
-20.628450393676758 -21.30307960510254 17.139379501342773 0.10114599764347076 2.34879994392395
-20.878000259399414 -21.411720275878906 17.045780181884766 0.103192999958992 2.406450033187866
-21.548540115356445 -22.306049346923828 16.685070037841797 0.12511399388313293 3.1488399505615234
-20.956880569458008 -21.509979248046875 16.96453094482422 0.10279099643230438 2.1168200969696045
-21.32809066772461 -22.069900512695312 16.404600143432617 0.10200300067663193 3.0096399784088135
-22.34882926940918 -23.309480667114258 18.708499908447266 0.3568669855594635 2.7376699447631836
-20.441150665283203 -20.811269760131836 17.56205940246582 0.10010699927806854 2.401319980621338
-20.993379592895508 -21.698490142822266 17.589780807495117 0.14170099794864655 2.6213600635528564
-20.889129638671875 -21.63751983642578 17.291540145874023 0.12166299670934677 3.1087100505828857
-20.48798942565918 -20.992259979248047 17.478410720825195 0.10417699813842773 1.9698599576950073
-20.92683982849121 -21.704639434814453 17.38715934753418 0.12997999787330627 2.7831499576568604
-21.335020065307617 -22.06321907043457 16.46769905090332 0.10435300320386887 2.9036800861358643
-19.67630958557129 -20.386980056762695 17.277639389038086 0.07306160032749176 2.6211400032043457
-21.589750289916992 -22.343280792236328 17.034259796142578 0.14511699974536896 2.883929967880249
-21.43086051940918 -22.160369873046875 16.800790786743164 0.12397299706935883 2.9840400218963623
-20.534690856933594 -21.110260009765625 16.17283058166504 0.06172569841146469 2.65802001953125
-22.836050033569336 -23.707929611206055 18.994779586791992 0.43821901082992554 3.0071499347686768
-18.114959716796875 -18.460729598999023 16.9206600189209 0.027112899348139763 2.3551599979400635
-19.854570388793945 -20.517959594726562 17.218990325927734 0.07442429661750793 2.1065399646759033
-21.243610382080078 -21.73917007446289 17.04136085510254 0.11719299852848053 2.276010036468506
-20.661100387573242 -21.0689697265625 17.143110275268555 0.09410479664802551 1.9335600137710571
-22.80051040649414 -23.667400360107422 18.401559829711914 0.3633269965648651 2.472369909286499
-21.148359298706055 -21.748580932617188 17.56254005432129 0.14162300527095795 2.0901401042938232
-21.959449768066406 -22.72673988342285 17.716779708862305 0.21958300471305847 2.6238300800323486
-21.217439651489258 -21.96717071533203 16.620330810546875 0.10638199746608734 2.5568299293518066
-21.183469772338867 -21.98634910583496 17.09758949279785 0.13015900552272797 2.5557401180267334
-18.943010330200195 -19.358989715576172 17.46847915649414 0.05070890113711357 2.7330899238586426
